experiment_name,run_id,sample_id,model_name,model_family,backend,quant_bits,method,method_family,budget,benchmark,context_length,needle_depth,ppl,mean_nll,contains_ground_truth,exact_match,answer_f1,correct,official_score,official_correct,official_metric_name,official_metric_implementation,dataset_official,primary_metric,primary_score,evidence_recall,evidence_precision,max_kv_len,final_kv_len,avg_kv_len,total_time_s,prefill_time_s,decode_time_s,eviction_time_s,score_time_s,topk_time_s,cache_rebuild_time_s,tokens_per_second,avg_ms_per_token,score_update_count,eviction_count,skipped,skipped_reason,unsupported_reason,oracle
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,0,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16349,,1.0,0.0,True,False,0.1,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.0,0.0,16364,16364,16349.5,178.314011875,85.682457834,2.6935352060000497,0.0,0.0,0.0,0.0,11.137779054520161,89.78450686666832,0,16109,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,1,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16346,,1.016806330386261,0.016666666666666666,True,False,0.11764705882352941,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.0,0.0,16360,16360,16345.5,182.72079808299995,88.184796667,3.063383958000145,0.0,0.0,0.0,0.0,9.793091695754901,102.11279860000482,0,16105,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,2,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16355,,1.006859355852471,0.0068359375,True,False,0.14285714285714288,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.0,0.0,16368,16368,16353.5,181.91924629099998,89.72582629200002,2.6160171250000417,0.0,0.0,0.0,0.0,11.467814837029984,87.20057083333472,0,16113,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,3,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16354,,1.2699411848232303,0.23897058823529413,True,False,0.14285714285714288,False,80.0,False,string_match_all,ruler_public_string_match,True,string_match_all,80.0,0.0,0.0,16366,16366,16351.5,181.063398334,88.25432587500006,3.059886210999821,0.0,0.0,0.0,0.0,9.804286150300168,101.99620703332737,0,16111,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,4,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16349,,1.0058765747144782,0.005859375,True,False,0.125,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.0,0.0,16362,16362,16347.5,182.32126799999992,88.52308049999999,2.853443587000129,0.0,0.0,0.0,0.0,10.513612442410148,95.11478623333764,0,16107,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,5,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16359,,1.1390656639536885,0.13020833333333334,True,False,0.125,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.0,0.0,16370,16370,16355.5,186.9982447499999,87.78511804100003,2.5987641249996614,0.0,0.0,0.0,0.0,11.543948799125396,86.62547083332204,0,16115,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,6,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16352,,1.025715712478906,0.025390625,True,False,0.125,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.0,0.0,16365,16365,16350.5,187.64511370800005,95.11804045899999,2.6479684579996956,0.0,0.0,0.0,0.0,11.329440088067487,88.26561526665652,0,16110,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,7,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16352,,1.0052219202795956,0.005208333333333333,True,False,0.11764705882352941,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.0,0.0,16366,16366,16351.5,181.1313749159999,88.3701410000001,3.03453108600047,0.0,0.0,0.0,0.0,9.886206187968295,101.15103620001567,0,16111,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,8,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16343,,1.0621210051443315,0.060267857142857144,True,False,0.1111111111111111,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.0,0.0,16358,16358,16343.5,180.65212216700002,88.48894045899988,2.61377766600026,0.0,0.0,0.0,0.0,11.477640348005412,87.12592220000867,0,16103,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,9,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,full,recency,256,ruler,16357,,1.1383679208429225,0.12959558823529413,True,False,0.11764705882352941,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.0,0.0,16369,16369,16354.5,182.80601683300006,89.12749958299992,2.8970962900002633,0.0,0.0,0.0,0.0,10.355196029745105,96.56987633334211,0,16114,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,0,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,attention,attention,256,ruler,16349,,2.2535347872132085,0.8125,True,False,0.16666666666666669,False,60.0,False,string_match_all,ruler_public_string_match,True,string_match_all,60.0,0.0,0.0,256,256,256.0,237.02398845799985,89.49336912500007,3.9775841700002275,0.7486662930002694,0.004109819996983788,0.010383639006249723,1.0705710800020825,7.542266541149847,132.58613900000756,868,868,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,1,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,attention,attention,256,ruler,16346,,3.9100167843733487,1.3635416666666667,True,False,0.10526315789473684,False,60.0,False,string_match_all,ruler_public_string_match,True,string_match_all,60.0,0.0,0.0,256,256,256.0,240.26777291700046,88.30256229199995,5.813722923000114,0.7146288310000273,0.0025722000023051805,0.006960722002077091,1.010396210995168,5.160204639494377,193.7907641000038,868,868,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,2,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,attention,attention,256,ruler,16355,,1.9617327228939123,0.673828125,True,False,0.18181818181818182,False,60.0,False,string_match_all,ruler_public_string_match,True,string_match_all,60.0,0.0,0.0,256,256,256.0,246.18603845900043,88.76196454199999,6.633894875000351,0.7147258779987169,0.002597585996682028,0.007059550004214543,0.9799575569932131,4.522230238084442,221.12982916667838,868,868,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,3,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,attention,attention,256,ruler,16354,,7.204632808364923,1.9747242647058822,True,False,0.1,False,60.0,False,string_match_all,ruler_public_string_match,True,string_match_all,60.0,0.0,0.0,256,256,256.0,249.23724637399982,92.0010682080001,6.228674168001362,0.7481548360001398,0.0034866749997490842,0.011469661999853997,1.0793964249974124,4.816434315045622,207.62247226671207,868,868,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,4,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,attention,attention,256,ruler,16349,,7.743664305075443,2.046875,True,False,0.11764705882352941,False,40.0,False,string_match_all,ruler_public_string_match,True,string_match_all,40.0,0.0,0.0,256,256,256.0,239.50439212499987,87.10741033300019,5.9814099190007255,0.6861586260006334,0.002984887996717589,0.006964019996757997,1.02300166000623,5.015539882110588,199.38033063335752,868,868,False,,,False
ruler_vt_diag_qwen25_7b_8methods,20260615_223853,5,mlx-community/Qwen2.5-7B-Instruct-4bit,qwen,mlx,4,attention,attention,256,ruler,16359,,9.463060334456232,2.2473958333333335,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,256,256,256.0,238.7905464999999,87.02448816699962,6.30671541700076,0.7001201639982355,0.002376700010700006,0.006511720000617061,1.0394346219964063,4.756834265762207,210.22384723335867,868,868,False,,,False
